,rt_score,rt_avg_rating,rt_audience_score,rt_user_rating,rt_avg_aud_rating,rt_fresh,rt_rotten
580,12%,6/10,24%,"53,974",2.4/5,8,61
581,13%,1/10,44%,41,2.9/5,1,7
582,0,0,0,0,0,0,0
583,,,26%,499,2.3/5,0,0
584,23%,3/10,36%,"56,818",2.3/5,12,41
585,17%,4/10,26%,"3,532",2.6/5,1,5
586,0%,3/10,32%,"3,167",2.5/5,0,35
587,5%,3/10,10%,136,1.5/5,1,20
588,32%,5/10,23%,524,2.3/5,24,50
589,,,52%,378,2.8/5,0,0
590,16%,2/10,56%,"19,972",3.2/5,7,38
591,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0
593,,,27%,96,2.8/5,0,0
594,20%,5/10,22%,"7,132",2.3/5,16,64
595,10%,5/10,8%,"1,682",1.2/5,1,9
596,0,0,0,0,0,0,0
597,1%,8/10,19%,"128,802",2.2/5,1,72
598,23%,5/10,34%,"4,554",2.7/5,13,44
599,0%,6/10,33%,865,2.5/5,0,34
600,62%,1/10,89%,"17,860",4.4/5,213,133
601,96%,9/10,76%,"3,435",3.9/5,315,14
602,90%,1/10,80%,"15,993",4.1/5,403,45
603,81%,4/10,95%,"3,723",4.4/5,215,52
604,0,0,0,0,0,0,0
605,81%,7/10,94%,"2,267",4.6/5,40,9
606,85%,6/10,91%,"51,037",4.5/5,349,63
607,98%,2/10,0,"47,367",0,50,1
608,70%,9/10,95%,322,4.7/5,7,3
609,94%,6/10,94%,"1,830,714",4.4/5,312,20
610,91%,2/10,98%,"884,696",4.4/5,61,6
611,71%,7/10,85%,"173,373",4.1/5,243,97
612,91%,4/10,86%,"21,574",4.2/5,333,33
613,86%,1/10,91%,"569,017",4.2/5,298,47
614,94%,1/10,96%,"1,125,719",4.2/5,78,5
615,0,0,0,0,0,0,0
616,88%,8/10,87%,"127,446",4.1/5,295,42
617,82%,4/10,94%,"355,343",4/5,79,17
618,98%,3/10,98%,"732,022",4.4/5,86,2
619,98%,7/10,92%,987,4.5/5,106,2
620,72%,2/10,95%,"1,243,857",4.1/5,66,26
621,95%,2/10,96%,"825,430",4.1/5,71,4
622,91%,2/10,95%,"1,355,431",4.1/5,208,20
623,87%,2/10,81%,"58,211",4.1/5,344,51
624,84%,7/10,88%,"18,357",4.2/5,144,27
625,99%,8/10,90%,"1,149",4.3/5,177,2
626,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0
628,96%,3/10,89%,"390,605",4.3/5,307,13
629,87%,8/10,90%,"1,210,158",4.3/5,307,47
630,98%,3/10,95%,"1,304",4.7/5,112,2
631,88%,6/10,85%,"33,323,891",3.6/5,126,18
632,75%,7/10,93%,"45,065",4.3/5,91,31
633,0,0,0,0,0,0,0
634,97%,9/10,97%,"410,783",4.3/5,90,3
635,91%,2/10,94%,"736,787",4.1/5,249,26
636,88%,8/10,87%,"774,411",4/5,279,37
637,91%,8/10,92%,"253,206",4.4/5,279,27
638,0,0,0,0,0,0,0
639,91%,3/10,91%,"1,069,586",3.6/5,112,11
640,93%,9/10,90%,"90,900",4.3/5,350,26
641,93%,7/10,86%,"34,679,279",3.7/5,252,18
642,96%,7/10,95%,"845,930",4.1/5,85,4
643,0,0,0,0,0,0,0
644,95%,6/10,91%,"635,858",4.1/5,217,12
645,97%,6/10,85%,"126,497",4.2/5,382,13
646,84%,7/10,90%,"186,128",4.3/5,267,52
647,91%,8/10,91%,"130,662",4.3/5,318,31
648,96%,9/10,97%,"428,343",4.3/5,87,4
649,,,87%,113,4.1/5,0,0
650,30%,2/10,Average Rating:,591,N/A,6,14
651,0,0,0,0,0,0,0
652,25%,2/10,41%,"83,492",2.9/5,67,199
653,60%,2/10,82%,"6,797",3.6/5,3,2
654,20%,2/10,17%,"1,241",1.8/5,3,12
655,0,0,0,0,0,0,0
656,6%,4/10,26%,"6,229",2.3/5,2,33
657,12%,1/10,37%,"5,434",2.6/5,21,151
658,0,0,0,0,0,0,0
659,,,28%,160,2.2/5,0,0
660,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0
662,11%,3/10,48%,"27,376",3/5,21,165
663,15%,7/10,43%,"324,383",3.1/5,32,176
664,0,0,0,0,0,0,0
665,,,42%,"7,512",3.1/5,0,0
666,,,24%,403,2.3/5,0,0
667,7%,2/10,20%,"2,124",1.7/5,5,66
668,92%,3/10,69%,"5,542",3.5/5,23,2
669,0%,6/10,50%,45,2.9/5,0,16
670,19%,7/10,16%,698,1.9/5,5,22
671,11%,8/10,36%,"121,711",2.8/5,23,179
672,11%,4/10,16%,274,1.9/5,5,40
673,4%,2/10,24%,"35,457",2.1/5,3,80
674,13%,7/10,29%,81,2.7/5,1,7
675,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0
677,9%,5/10,14%,603,1.6/5,2,21
678,0,0,0,0,0,0,0
679,27%,5/10,45%,"759,048",3.1/5,57,153
680,12%,6/10,24%,"53,974",2.4/5,8,61
681,13%,1/10,44%,41,2.9/5,1,7
682,0,0,0,0,0,0,0
683,,,26%,499,2.3/5,0,0
684,23%,3/10,36%,"56,818",2.3/5,12,41
685,17%,4/10,26%,"3,532",2.6/5,1,5
686,0%,3/10,32%,"3,167",2.5/5,0,35
687,5%,3/10,10%,136,1.5/5,1,20
688,32%,5/10,23%,524,2.3/5,24,50
689,,,52%,378,2.8/5,0,0
690,16%,2/10,56%,"19,972",3.2/5,7,38
691,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0
693,,,27%,96,2.8/5,0,0
694,20%,5/10,22%,"7,132",2.3/5,16,64
695,10%,5/10,8%,"1,682",1.2/5,1,9
696,0,0,0,0,0,0,0
697,1%,8/10,19%,"128,802",2.2/5,1,72
698,23%,5/10,34%,"4,554",2.7/5,13,44
699,0%,6/10,33%,865,2.5/5,0,34
700,62%,1/10,89%,"17,860",4.4/5,213,133
701,96%,9/10,76%,"3,435",3.9/5,315,14
702,90%,1/10,80%,"15,993",4.1/5,403,45
703,81%,4/10,95%,"3,723",4.4/5,215,52
704,0,0,0,0,0,0,0
705,81%,7/10,94%,"2,267",4.6/5,40,9
706,85%,6/10,91%,"51,037",4.5/5,349,63
707,98%,2/10,0,"47,367",0,50,1
708,70%,9/10,95%,322,4.7/5,7,3
709,94%,6/10,94%,"1,830,714",4.4/5,312,20
710,91%,2/10,98%,"884,696",4.4/5,61,6
711,71%,7/10,85%,"173,373",4.1/5,243,97
712,91%,4/10,86%,"21,574",4.2/5,333,33
713,86%,1/10,91%,"569,017",4.2/5,298,47
714,94%,1/10,96%,"1,125,719",4.2/5,78,5
715,0,0,0,0,0,0,0
716,88%,8/10,87%,"127,446",4.1/5,295,42
717,82%,4/10,94%,"355,343",4/5,79,17
718,98%,3/10,98%,"732,022",4.4/5,86,2
719,98%,7/10,92%,987,4.5/5,106,2
720,72%,2/10,95%,"1,243,857",4.1/5,66,26
721,95%,2/10,96%,"825,430",4.1/5,71,4
722,91%,2/10,95%,"1,355,431",4.1/5,208,20
723,87%,2/10,81%,"58,211",4.1/5,344,51
724,84%,7/10,88%,"18,357",4.2/5,144,27
725,99%,8/10,90%,"1,149",4.3/5,177,2
726,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0
728,96%,3/10,89%,"390,605",4.3/5,307,13
729,87%,8/10,90%,"1,210,158",4.3/5,307,47
730,98%,3/10,95%,"1,304",4.7/5,112,2
731,88%,6/10,85%,"33,323,891",3.6/5,126,18
732,75%,7/10,93%,"45,065",4.3/5,91,31
733,0,0,0,0,0,0,0
734,97%,9/10,97%,"410,783",4.3/5,90,3
735,91%,2/10,94%,"736,787",4.1/5,249,26
736,88%,8/10,87%,"774,411",4/5,279,37
737,91%,8/10,92%,"253,206",4.4/5,279,27
738,0,0,0,0,0,0,0
739,91%,3/10,91%,"1,069,586",3.6/5,112,11
740,93%,9/10,90%,"90,900",4.3/5,350,26
741,93%,7/10,86%,"34,679,279",3.7/5,252,18
742,96%,7/10,95%,"845,930",4.1/5,85,4
743,0,0,0,0,0,0,0
744,95%,6/10,91%,"635,858",4.1/5,217,12
745,97%,6/10,85%,"126,497",4.2/5,382,13
746,84%,7/10,90%,"186,128",4.3/5,267,52
747,91%,8/10,91%,"130,662",4.3/5,318,31
748,96%,9/10,97%,"428,343",4.3/5,87,4
749,,,87%,113,4.1/5,0,0
750,30%,2/10,Average Rating:,591,N/A,6,14
751,0,0,0,0,0,0,0
752,25%,2/10,41%,"83,492",2.9/5,67,199
753,60%,2/10,82%,"6,797",3.6/5,3,2
754,20%,2/10,17%,"1,241",1.8/5,3,12
755,0,0,0,0,0,0,0
756,6%,4/10,26%,"6,229",2.3/5,2,33
757,12%,1/10,37%,"5,434",2.6/5,21,151
758,0,0,0,0,0,0,0
759,,,28%,160,2.2/5,0,0
760,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0
762,11%,3/10,48%,"27,376",3/5,21,165
763,15%,7/10,43%,"324,383",3.1/5,32,176
764,0,0,0,0,0,0,0
765,,,42%,"7,512",3.1/5,0,0
766,,,24%,403,2.3/5,0,0
767,7%,2/10,20%,"2,124",1.7/5,5,66
768,92%,3/10,69%,"5,542",3.5/5,23,2
769,0%,6/10,50%,45,2.9/5,0,16
770,19%,7/10,16%,698,1.9/5,5,22
771,11%,8/10,36%,"121,711",2.8/5,23,179
772,11%,4/10,16%,274,1.9/5,5,40
773,4%,2/10,24%,"35,457",2.1/5,3,80
774,13%,7/10,29%,81,2.7/5,1,7
775,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0
777,9%,5/10,14%,603,1.6/5,2,21
778,0,0,0,0,0,0,0
779,27%,5/10,45%,"759,048",3.1/5,57,153
780,12%,6/10,24%,"53,974",2.4/5,8,61
781,13%,1/10,44%,41,2.9/5,1,7
782,0,0,0,0,0,0,0
783,,,26%,499,2.3/5,0,0
784,23%,3/10,36%,"56,818",2.3/5,12,41
785,17%,4/10,26%,"3,532",2.6/5,1,5
786,0%,3/10,32%,"3,167",2.5/5,0,35
787,5%,3/10,10%,136,1.5/5,1,20
788,32%,5/10,23%,524,2.3/5,24,50
789,,,52%,378,2.8/5,0,0
790,16%,2/10,56%,"19,972",3.2/5,7,38
791,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0
793,,,27%,96,2.8/5,0,0
794,20%,5/10,22%,"7,132",2.3/5,16,64
795,10%,5/10,8%,"1,682",1.2/5,1,9
796,0,0,0,0,0,0,0
797,1%,8/10,19%,"128,802",2.2/5,1,72
798,23%,5/10,34%,"4,554",2.7/5,13,44
799,0%,6/10,33%,865,2.5/5,0,34
800,62%,1/10,89%,"17,860",4.4/5,213,133
801,96%,9/10,76%,"3,435",3.9/5,315,14
802,90%,1/10,80%,"15,993",4.1/5,403,45
803,81%,4/10,95%,"3,723",4.4/5,215,52
804,0,0,0,0,0,0,0
805,81%,7/10,94%,"2,267",4.6/5,40,9
806,85%,6/10,91%,"51,037",4.5/5,349,63
807,98%,2/10,0,"47,367",0,50,1
808,70%,9/10,95%,322,4.7/5,7,3
809,94%,6/10,94%,"1,830,714",4.4/5,312,20
810,91%,2/10,98%,"884,696",4.4/5,61,6
811,71%,7/10,85%,"173,373",4.1/5,243,97
812,91%,4/10,86%,"21,574",4.2/5,333,33
813,86%,1/10,91%,"569,017",4.2/5,298,47
814,94%,1/10,96%,"1,125,719",4.2/5,78,5
815,0,0,0,0,0,0,0
816,88%,8/10,87%,"127,446",4.1/5,295,42
817,82%,4/10,94%,"355,343",4/5,79,17
818,98%,3/10,98%,"732,022",4.4/5,86,2
819,98%,7/10,92%,987,4.5/5,106,2
820,72%,2/10,95%,"1,243,857",4.1/5,66,26
821,95%,2/10,96%,"825,430",4.1/5,71,4
822,91%,2/10,95%,"1,355,431",4.1/5,208,20
823,87%,2/10,81%,"58,211",4.1/5,344,51
824,84%,7/10,88%,"18,357",4.2/5,144,27
825,99%,8/10,90%,"1,149",4.3/5,177,2
826,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0
828,96%,3/10,89%,"390,605",4.3/5,307,13
829,87%,8/10,90%,"1,210,158",4.3/5,307,47
830,98%,3/10,95%,"1,304",4.7/5,112,2
831,88%,6/10,85%,"33,323,891",3.6/5,126,18
832,75%,7/10,93%,"45,065",4.3/5,91,31
833,0,0,0,0,0,0,0
834,97%,9/10,97%,"410,783",4.3/5,90,3
835,91%,2/10,94%,"736,787",4.1/5,249,26
836,88%,8/10,87%,"774,411",4/5,279,37
837,91%,8/10,92%,"253,206",4.4/5,279,27
838,0,0,0,0,0,0,0
839,91%,3/10,91%,"1,069,586",3.6/5,112,11
840,93%,9/10,90%,"90,900",4.3/5,350,26
841,93%,7/10,86%,"34,679,279",3.7/5,252,18
842,96%,7/10,95%,"845,930",4.1/5,85,4
843,0,0,0,0,0,0,0
844,95%,6/10,91%,"635,858",4.1/5,217,12
845,97%,6/10,85%,"126,497",4.2/5,382,13
846,84%,7/10,90%,"186,128",4.3/5,267,52
847,91%,8/10,91%,"130,662",4.3/5,318,31
848,96%,9/10,97%,"428,343",4.3/5,87,4
849,,,87%,113,4.1/5,0,0
850,30%,2/10,Average Rating:,591,N/A,6,14
851,0,0,0,0,0,0,0
852,25%,2/10,41%,"83,492",2.9/5,67,199
853,60%,2/10,82%,"6,797",3.6/5,3,2
854,20%,2/10,17%,"1,241",1.8/5,3,12
855,0,0,0,0,0,0,0
856,6%,4/10,26%,"6,229",2.3/5,2,33
857,12%,1/10,37%,"5,434",2.6/5,21,151
858,0,0,0,0,0,0,0
859,,,28%,160,2.2/5,0,0
860,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0
862,11%,3/10,48%,"27,376",3/5,21,165
863,15%,7/10,43%,"324,383",3.1/5,32,176
864,0,0,0,0,0,0,0
865,,,42%,"7,512",3.1/5,0,0
866,,,24%,403,2.3/5,0,0
867,7%,2/10,20%,"2,124",1.7/5,5,66
868,92%,3/10,69%,"5,542",3.5/5,23,2
869,0%,6/10,50%,45,2.9/5,0,16
870,19%,7/10,16%,698,1.9/5,5,22
871,11%,8/10,36%,"121,711",2.8/5,23,179
872,11%,4/10,16%,274,1.9/5,5,40
873,4%,2/10,24%,"35,457",2.1/5,3,80
874,13%,7/10,29%,81,2.7/5,1,7
875,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0
877,9%,5/10,14%,603,1.6/5,2,21
878,0,0,0,0,0,0,0
879,27%,5/10,45%,"759,048",3.1/5,57,153
880,12%,6/10,24%,"53,974",2.4/5,8,61
881,13%,1/10,44%,41,2.9/5,1,7
882,0,0,0,0,0,0,0
883,,,26%,499,2.3/5,0,0
884,23%,3/10,36%,"56,818",2.3/5,12,41
885,17%,4/10,26%,"3,532",2.6/5,1,5
886,0%,3/10,32%,"3,167",2.5/5,0,35
887,5%,3/10,10%,136,1.5/5,1,20
888,32%,5/10,23%,524,2.3/5,24,50
889,,,52%,378,2.8/5,0,0
890,16%,2/10,56%,"19,972",3.2/5,7,38
891,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0
893,,,27%,96,2.8/5,0,0
894,20%,5/10,22%,"7,132",2.3/5,16,64
895,10%,5/10,8%,"1,682",1.2/5,1,9
896,0,0,0,0,0,0,0
897,1%,8/10,19%,"128,802",2.2/5,1,72
898,23%,5/10,34%,"4,554",2.7/5,13,44
899,0%,6/10,33%,865,2.5/5,0,34
900,62%,1/10,89%,"17,860",4.4/5,213,133
901,96%,9/10,76%,"3,435",3.9/5,315,14
902,90%,1/10,80%,"15,993",4.1/5,403,45
903,81%,4/10,95%,"3,723",4.4/5,215,52
904,0,0,0,0,0,0,0
905,81%,7/10,94%,"2,267",4.6/5,40,9
906,85%,6/10,91%,"51,037",4.5/5,349,63
907,98%,2/10,0,"47,367",0,50,1
908,70%,9/10,95%,322,4.7/5,7,3
909,94%,6/10,94%,"1,830,714",4.4/5,312,20
910,91%,2/10,98%,"884,696",4.4/5,61,6
911,71%,7/10,85%,"173,373",4.1/5,243,97
912,91%,4/10,86%,"21,574",4.2/5,333,33
913,86%,1/10,91%,"569,017",4.2/5,298,47
914,94%,1/10,96%,"1,125,719",4.2/5,78,5
915,0,0,0,0,0,0,0
916,88%,8/10,87%,"127,446",4.1/5,295,42
917,82%,4/10,94%,"355,343",4/5,79,17
918,98%,3/10,98%,"732,022",4.4/5,86,2
919,98%,7/10,92%,987,4.5/5,106,2
920,72%,2/10,95%,"1,243,857",4.1/5,66,26
921,95%,2/10,96%,"825,430",4.1/5,71,4
922,91%,2/10,95%,"1,355,431",4.1/5,208,20
923,87%,2/10,81%,"58,211",4.1/5,344,51
924,84%,7/10,88%,"18,357",4.2/5,144,27
925,99%,8/10,90%,"1,149",4.3/5,177,2
926,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0
928,96%,3/10,89%,"390,605",4.3/5,307,13
929,87%,8/10,90%,"1,210,158",4.3/5,307,47
930,98%,3/10,95%,"1,304",4.7/5,112,2
931,88%,6/10,85%,"33,323,891",3.6/5,126,18
932,75%,7/10,93%,"45,065",4.3/5,91,31
933,0,0,0,0,0,0,0
934,97%,9/10,97%,"410,783",4.3/5,90,3
935,91%,2/10,94%,"736,787",4.1/5,249,26
936,88%,8/10,87%,"774,411",4/5,279,37
937,91%,8/10,92%,"253,206",4.4/5,279,27
938,0,0,0,0,0,0,0
939,91%,3/10,91%,"1,069,586",3.6/5,112,11
940,93%,9/10,90%,"90,900",4.3/5,350,26
941,93%,7/10,86%,"34,679,279",3.7/5,252,18
942,96%,7/10,95%,"845,930",4.1/5,85,4
943,0,0,0,0,0,0,0
944,95%,6/10,91%,"635,858",4.1/5,217,12
945,97%,6/10,85%,"126,497",4.2/5,382,13
946,84%,7/10,90%,"186,128",4.3/5,267,52
947,91%,8/10,91%,"130,662",4.3/5,318,31
948,96%,9/10,97%,"428,343",4.3/5,87,4
949,,,87%,113,4.1/5,0,0
950,30%,2/10,Average Rating:,591,N/A,6,14
951,0,0,0,0,0,0,0
952,25%,2/10,41%,"83,492",2.9/5,67,199
953,60%,2/10,82%,"6,797",3.6/5,3,2
954,20%,2/10,17%,"1,241",1.8/5,3,12
955,0,0,0,0,0,0,0
956,6%,4/10,26%,"6,229",2.3/5,2,33
957,12%,1/10,37%,"5,434",2.6/5,21,151
958,0,0,0,0,0,0,0
959,,,28%,160,2.2/5,0,0
960,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0
962,11%,3/10,48%,"27,376",3/5,21,165
963,15%,7/10,43%,"324,383",3.1/5,32,176
964,0,0,0,0,0,0,0
965,,,42%,"7,512",3.1/5,0,0
966,,,24%,403,2.3/5,0,0
967,7%,2/10,20%,"2,124",1.7/5,5,66
968,92%,3/10,69%,"5,542",3.5/5,23,2
969,0%,6/10,50%,45,2.9/5,0,16
970,19%,7/10,16%,698,1.9/5,5,22
971,11%,8/10,36%,"121,711",2.8/5,23,179
972,11%,4/10,16%,274,1.9/5,5,40
973,4%,2/10,24%,"35,457",2.1/5,3,80
974,13%,7/10,29%,81,2.7/5,1,7
975,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0
977,9%,5/10,14%,603,1.6/5,2,21
978,0,0,0,0,0,0,0
979,27%,5/10,45%,"759,048",3.1/5,57,153
980,12%,6/10,24%,"53,974",2.4/5,8,61
981,13%,1/10,44%,41,2.9/5,1,7
982,0,0,0,0,0,0,0
983,,,26%,499,2.3/5,0,0
984,23%,3/10,36%,"56,818",2.3/5,12,41
985,17%,4/10,26%,"3,532",2.6/5,1,5
986,0%,3/10,32%,"3,167",2.5/5,0,35
987,5%,3/10,10%,136,1.5/5,1,20
988,32%,5/10,23%,524,2.3/5,24,50
989,,,52%,378,2.8/5,0,0
990,16%,2/10,56%,"19,972",3.2/5,7,38
991,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0
993,,,27%,96,2.8/5,0,0
994,20%,5/10,22%,"7,132",2.3/5,16,64
995,10%,5/10,8%,"1,682",1.2/5,1,9
996,0,0,0,0,0,0,0
997,1%,8/10,19%,"128,802",2.2/5,1,72
998,23%,5/10,34%,"4,554",2.7/5,13,44
999,0%,6/10,33%,865,2.5/5,0,34
1000,62%,1/10,89%,"17,860",4.4/5,213,133
1001,96%,9/10,76%,"3,435",3.9/5,315,14
1002,90%,1/10,80%,"15,993",4.1/5,403,45
1003,81%,4/10,95%,"3,723",4.4/5,215,52
1004,0,0,0,0,0,0,0
1005,81%,7/10,94%,"2,267",4.6/5,40,9
1006,85%,6/10,91%,"51,037",4.5/5,349,63
1007,98%,2/10,0,"47,367",0,50,1
1008,70%,9/10,95%,322,4.7/5,7,3
1009,94%,6/10,94%,"1,830,714",4.4/5,312,20
1010,91%,2/10,98%,"884,696",4.4/5,61,6
1011,71%,7/10,85%,"173,373",4.1/5,243,97
1012,91%,4/10,86%,"21,574",4.2/5,333,33
1013,86%,1/10,91%,"569,017",4.2/5,298,47
1014,94%,1/10,96%,"1,125,719",4.2/5,78,5
1015,0,0,0,0,0,0,0
1016,88%,8/10,87%,"127,446",4.1/5,295,42
1017,82%,4/10,94%,"355,343",4/5,79,17
1018,98%,3/10,98%,"732,022",4.4/5,86,2
1019,98%,7/10,92%,987,4.5/5,106,2
1020,72%,2/10,95%,"1,243,857",4.1/5,66,26
1021,95%,2/10,96%,"825,430",4.1/5,71,4
1022,91%,2/10,95%,"1,355,431",4.1/5,208,20
1023,87%,2/10,81%,"58,211",4.1/5,344,51
1024,84%,7/10,88%,"18,357",4.2/5,144,27
1025,99%,8/10,90%,"1,149",4.3/5,177,2
1026,0,0,0,0,0,0,0
1027,0,0,0,0,0,0,0
1028,96%,3/10,89%,"390,605",4.3/5,307,13
1029,87%,8/10,90%,"1,210,158",4.3/5,307,47
1030,98%,3/10,95%,"1,304",4.7/5,112,2
1031,88%,6/10,85%,"33,323,891",3.6/5,126,18
1032,75%,7/10,93%,"45,065",4.3/5,91,31
1033,0,0,0,0,0,0,0
1034,97%,9/10,97%,"410,783",4.3/5,90,3
1035,91%,2/10,94%,"736,787",4.1/5,249,26
1036,88%,8/10,87%,"774,411",4/5,279,37
1037,91%,8/10,92%,"253,206",4.4/5,279,27
1038,0,0,0,0,0,0,0
1039,91%,3/10,91%,"1,069,586",3.6/5,112,11
1040,93%,9/10,90%,"90,900",4.3/5,350,26
1041,93%,7/10,86%,"34,679,279",3.7/5,252,18
1042,96%,7/10,95%,"845,930",4.1/5,85,4
1043,0,0,0,0,0,0,0
1044,95%,6/10,91%,"635,858",4.1/5,217,12
1045,97%,6/10,85%,"126,497",4.2/5,382,13
1046,84%,7/10,90%,"186,128",4.3/5,267,52
1047,91%,8/10,91%,"130,662",4.3/5,318,31
1048,96%,9/10,97%,"428,343",4.3/5,87,4
1049,,,87%,113,4.1/5,0,0
1050,30%,2/10,Average Rating:,591,N/A,6,14
1051,0,0,0,0,0,0,0
1052,25%,2/10,41%,"83,492",2.9/5,67,199
1053,60%,2/10,82%,"6,797",3.6/5,3,2
1054,20%,2/10,17%,"1,241",1.8/5,3,12
1055,0,0,0,0,0,0,0
1056,6%,4/10,26%,"6,229",2.3/5,2,33
1057,12%,1/10,37%,"5,434",2.6/5,21,151
1058,0,0,0,0,0,0,0
1059,,,28%,160,2.2/5,0,0
1060,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0
1062,11%,3/10,48%,"27,376",3/5,21,165
1063,15%,7/10,43%,"324,383",3.1/5,32,176
1064,0,0,0,0,0,0,0
1065,,,42%,"7,512",3.1/5,0,0
1066,,,24%,403,2.3/5,0,0
1067,7%,2/10,20%,"2,124",1.7/5,5,66
1068,92%,3/10,69%,"5,542",3.5/5,23,2
1069,0%,6/10,50%,45,2.9/5,0,16
1070,19%,7/10,16%,698,1.9/5,5,22
1071,11%,8/10,36%,"121,711",2.8/5,23,179
